handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Product,One In A Melon Youth/Toddler T-Shirt | Light Pink,"<p>The cutest shirt for any sister, brother, or cousin. Choose what name you would like to be included on this shirt!&nbsp;</p><p><strong>Design:</strong></p><p>""One in a melon {<em>any name</em>}""&nbsp;&nbsp;</p><p><strong>Materials:&nbsp;</strong></p><p>Vinyl, Cotton</p><p><strong>Colors:</strong>&nbsp;</p><p>Patel green, melon pink, &amp; black</p><p><strong>Customize:</strong></p><ul>	<li>Review our ""Size Charts"" to select the size you need based on the type of t-shirt you would like for this design</li>	<li>Review our ""Shirt Color Chart"" to select the color shirt you would like per the t-shirt type</li></ul>",c2714b_4f4429f51ea6475a98d1d8071119975d~mv2.png,Clothing;Matching Shirts;One in a Melon Collection;Queen Bee Brittany;Summer,,,16.0,,true,PERCENT,0.0,InStock,0.0,T-Shirt Style Choice,DROP_DOWN,Toddler;Youth,T-Shirt Size,DROP_DOWN,2T;3T;4T;5T;Small;Medium;Large;X-Large,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for the product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information.</span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>

<p>&nbsp;</p>
",Care instructions,"<p>Wash with like colors inside out for best results.</p>
",Shirt Color Chart,"<p><strong>IMPORTANT NOTICE:</strong></p>

<p><strong>IF A BLACK SHIRT COLOR IS CHOSEN FOR THIS ITEM THEN WHITE VINYL WILL REPLACE THE BLACK VINYL ON THE DESIGN!</strong></p>

<p><a href=""https://docs.google.com/spreadsheets/d/1MimH90Cyk9yd8yalB1fFEVTQ1uKA89bL2gYgGFxNLKQ/edit?usp=sharing"" target=""_blank"">Click here to view all of our shirt color choices!</a></p>
",Size Charts,"<p><a href=""https://docs.google.com/document/d/1PpOzcOsd1lT-2yIIwMnGfdm-ZUtXs4YdDRMGwj0-Zec/edit?usp=sharing"" target=""_blank"">Click here to view our size charts!&nbsp;</a></p>
",,,Review our shirt color chart Choose shirt color Example: Coral Shirt,500,true,What name would you like included on this shirt? (Put n/a for no name),500,false
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,6.0,false,,,InStock,,,,Youth,,,2T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,6.0,true,,,InStock,,,,Youth,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,6.0,false,,,InStock,,,,Youth,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,0.0,true,,,InStock,,,,Toddler,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,6.0,false,,,InStock,,,,Youth,,,3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,6.0,true,,,InStock,,,,Youth,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,0.0,true,,,InStock,,,,Toddler,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,6.0,false,,,InStock,,,,Youth,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,0.0,true,,,InStock,,,,Toddler,,,3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,6.0,true,,,InStock,,,,Youth,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,6.0,true,,,InStock,,,,Youth,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d53d3574-ad5d-8b8c-07c6-3c7cbef4511f,Variant,,,,,,,,0.0,true,,,InStock,,,,Toddler,,,2T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4d803ad8-23c8-394f-e29d-92be9f210d5c,Product,One In A Melon Outfit | Watermelon Pink,"<p>Did someone say adorbs?!&nbsp;<br>Our amazing 'One in a Melon' outfit is the perfect theme and cuteness for your baby's first birthday celebration!</p><p>&nbsp;</p><p>Set includes:<br>-Onesie&nbsp;<br>-Tutu<br>-Matching hair bow</p><p><strong>Onesie:</strong><br>""One in a melon"" with watermelon<br>100% Cotton<br>Personalized name</p><p><strong>Tutu (Shades may vary):</strong><br>Watermelon pink tulle &amp; green tulle<br>approx. 8 inches in length. with black ""seeds"" on Watermelon pink tulle<br>100% Nylon//100% Polyester</p><p>&nbsp;</p><p><strong>Bow (Shades may vary):&nbsp;</strong><br>Watermelon green sparkle background&nbsp;<br>Watermelon pink sparkle&nbsp;bow &amp; black sparkle ""seeds"" on top&nbsp;<br>Canvas leather<br>Black elastic or Alligator clip</p>",c2714b_1613a1ddc6bd49d1ae0d555406ad8d19~mv2.png;c2714b_7d181b7c29df4f21b7155fde30ceffe5~mv2.jpg;c2714b_925870818ce541bda85248d6010dfbf8~mv2.jpg;c2714b_9bcb112700a347aeaaf1cc3c0618043f~mv2.jpg;c2714b_158955705b144b62972cbdec3ccfbcb7~mv2.jpg;c2714b_440b5dd8eb9244f39f7f6445ce879cb3~mv2.jpg;c2714b_42ea1f7949744c638a21a3b500dc1d3c~mv2.jpg;c2714b_81a8d67932d04a0d9627b6f8cb69b0a9~mv2_d_2480_3307_s_4_2.jpg;c2714b_d9334a0da7e24195a0639414605d714e~mv2.jpg;c2714b_bb935f53c36041d1a9323750e7486b7f~mv2.jpg,Baby;One in a Melon Collection;Outfits;Queen Bee Brittany;Spring;Summer;Toddler;Tutus,,Best Seller,38.0,,true,PERCENT,0.0,InStock,0.0,T-Shirt Size,DROP_DOWN,Newborn;0-3 Mos.;3-6 Months;6-9 Months;12 Months;18 Months,,,,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information. </span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>
",Care Instructions,"<p><span><span><span><span><span><span>Shirt/Onesie: Wash COLD inside out for best results.</span></span></span></span></span></span></p>

<p><span><span><span><span><span><span>Tutu: Spot clean with warm water and soap, do not put in washer or dryer. To get tulle to ""straighten"" out again use a steamer or humidity.&nbsp;</span></span></span></span></span></span></p>
",Tutu Size Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1TD5KUTJTOMGUAO9nozEe9muedqDmHe_WYwKexG3nBXo/edit?usp=sharing"" target=""_blank"">Click here to view our tutu size chart!&nbsp;</a></p>

<p><span style=""background-color: transparent;"">How to get tutu size: measure around from hip to hip under the tummy</span></p>
",,,,,Head Size (Inches) - For Elastic Bow,10,true,What name would you like under the melon? Put N/A for no name,500,true
product_4d803ad8-23c8-394f-e29d-92be9f210d5c,Variant,,,,,,,,1.0,true,,,InStock,,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4d803ad8-23c8-394f-e29d-92be9f210d5c,Variant,,,,,,,,0.5,true,,,InStock,,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4d803ad8-23c8-394f-e29d-92be9f210d5c,Variant,,,,,,,,2.0,true,,,InStock,,,,18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4d803ad8-23c8-394f-e29d-92be9f210d5c,Variant,,,,,,,,-0.5,true,,,InStock,,,,Newborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4d803ad8-23c8-394f-e29d-92be9f210d5c,Variant,,,,,,,,0.0,true,,,InStock,,,,0-3 Mos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4d803ad8-23c8-394f-e29d-92be9f210d5c,Variant,,,,,,,,1.5,true,,,InStock,,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_33b6af2c-fbb7-e656-b7e4-eba001c3dd72,Product,Adopt A Pet Decal,"<p>This&nbsp;adorable&nbsp;decal&nbsp;is perfect to put on your car, computer, wall, &amp; more!&nbsp;</p><p>&nbsp;</p><p><strong>Sizing:</strong></p><p>Size is determined by the LONGEST side of the design</p><p>&nbsp;</p><p><strong>Design:</strong></p><p>""Save a life adopt a pet"" with dog and cat silhouette.&nbsp;</p><p>&nbsp;</p><p><strong>Customize:&nbsp;</strong></p><p>Review our ""Vinyl Color Chart"" to select the color&nbsp;you would like for this design</p>",c2714b_bf3317617a5e42f3a9b33204f8a94664~mv2.png;c2714b_93d255076f94439db8d79b6d555204d3~mv2.png;c2714b_5fbbd947d5074d2f93595609728f23b0~mv2.png,Queen Bee Brittany;Vinyl Decals,,Custom,3.0,,true,PERCENT,0.0,InStock,0.0,Size (Inches),DROP_DOWN,3;4;5;6;7;8;9,,,,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 2 - 3 day</span></span></span></span></span><span><span><span><span><span>s for product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information. </span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>
",Vinyl Color Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1di_5uBFdadOf3PpIWcCy6dXcKqszPphHzkIWMz28Wfo/edit?usp=sharing"" target=""_blank"">Click here to view our vinyl color options!</a></p>

<p>&nbsp;</p>

<ul>
	<li><strong>Permanent:</strong> For outdoor uses (i.e Car decals) when removed it does leave behind a residue and will ruin the design, do not put on walls as it will take off paint once removed</li>
	<li><strong>Removable:</strong> For indoor uses (i.e Walls/Windows) when removed it does NOT leave behind a residue and should keep the design in tack to place somewhere else, can be put on cars for decals but will not last as long as permanent vinyl!</li>
</ul>
",,,,,,,"Review our vinyl color chart below; choose up to 1 color for the design (i.e""red permeant vinyl"")",500,true,,,
product_33b6af2c-fbb7-e656-b7e4-eba001c3dd72,Variant,,,,,,,,4.0,true,,,InStock,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_33b6af2c-fbb7-e656-b7e4-eba001c3dd72,Variant,,,,,,,,5.0,true,,,InStock,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_33b6af2c-fbb7-e656-b7e4-eba001c3dd72,Variant,,,,,,,,3.0,true,,,InStock,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_33b6af2c-fbb7-e656-b7e4-eba001c3dd72,Variant,,,,,,,,6.0,true,,,InStock,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_33b6af2c-fbb7-e656-b7e4-eba001c3dd72,Variant,,,,,,,,2.0,true,,,InStock,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_33b6af2c-fbb7-e656-b7e4-eba001c3dd72,Variant,,,,,,,,1.0,true,,,InStock,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f2aed107-f603-453b-7c6a-7169cdef1bff,Product,Get Off My Tail Decal,"<p>This&nbsp;adorable&nbsp;decal&nbsp;is perfect to put on your car, computer, wall, &amp; more!&nbsp;</p><p>&nbsp;</p><p><strong>Sizing:</strong></p><p>Size is determined by the LONGEST side of the design</p><p>&nbsp;</p><p><strong>Design:&nbsp;</strong></p><p>""Get off my tail"" with mermaid tail&nbsp;</p><p><strong>Customize:&nbsp;</strong></p><p>Review our ""Vinyl Color Chart"" to select the color&nbsp;you would like for this design</p>",c2714b_0419a4f0a47f4a2285eef70c700aba13~mv2.png;c2714b_bbcf1b13bab547dca49e0f8355988d6e~mv2.png,Queen Bee Brittany;Summer;Vinyl Decals,,,3.0,,true,PERCENT,0.0,InStock,0.0,Size (Inches),DROP_DOWN,3;4;5;6;7;8;9,,,,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 2 - 3 day</span></span></span></span></span><span><span><span><span><span>s for product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information. </span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>
",Vinyl Color Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1di_5uBFdadOf3PpIWcCy6dXcKqszPphHzkIWMz28Wfo/edit?usp=sharing"" target=""_blank"">Click here to view our vinyl color options!</a></p>

<p>&nbsp;</p>

<ul>
	<li><strong>Permanent:</strong> For outdoor uses (i.e Car decals) when removed it does leave behind a residue and will ruin the design, do not put on walls as it will take off paint once removed</li>
	<li><strong>Removable:</strong> For indoor uses (i.e Walls/Windows) when removed it does NOT leave behind a residue and should keep the design in tack to place somewhere else, can be put on cars for decals but will not last as long as permanent vinyl!</li>
</ul>
",,,,,,,"Review our vinyl color chart below; choose up to 1 color for the design (i.e""red permeant vinyl"")",500,true,,,
product_f2aed107-f603-453b-7c6a-7169cdef1bff,Variant,,,,,,,,4.0,true,,,InStock,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f2aed107-f603-453b-7c6a-7169cdef1bff,Variant,,,,,,,,5.0,true,,,InStock,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f2aed107-f603-453b-7c6a-7169cdef1bff,Variant,,,,,,,,3.0,true,,,InStock,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f2aed107-f603-453b-7c6a-7169cdef1bff,Variant,,,,,,,,6.0,true,,,InStock,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f2aed107-f603-453b-7c6a-7169cdef1bff,Variant,,,,,,,,2.0,true,,,InStock,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f2aed107-f603-453b-7c6a-7169cdef1bff,Variant,,,,,,,,1.0,true,,,InStock,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b599a0af-395a-aad9-13fb-485ae27c77f8,Product,Holiday Toddler Shirt,"<p>Get this adorable shirt for your little one for the holiday season!&nbsp;</p><p><strong>Design:</strong></p><p>""HO HO HO"" with fabric Aztec Christmas Tree</p><p><strong>Size:</strong> 4T</p>",c2714b_360ab4874ee44a3ea1925b1edd5d7c83~mv2.jpg,Bee Sting Bin;Christmas;Clothing;Holiday & Seasonal;Queen Bee Brittany,118B,,16.0,,false,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,Local Pick Up,"<p><span><span><span><span><span><span>Local Pickup only available in Shawnee, Kansas for this product.</span></span></span></span></span></span></p>
",Care Instructions,"<p>Wash with like colors inside out for best results.</p>
",,,,,,,,,,,,,,
product_22d6b0a7-0b59-23d4-9709-36e4273c9f40,Product,Thick Knitted Baby Blanket,"<p>Hand knitted baby blanket made from blanket yarn! Super soft &amp; comfy!</p><p>&nbsp;</p><p><strong>Yarn:</strong></p><p>Mauve Pink</p><p>100% Polyester</p><p><strong>Approx:&nbsp;</strong></p><p>25"" X 50""</p>",c2714b_870ba32095354fd19e2600a80d0a5789~mv2_d_3024_3024_s_4_2.jpg;c2714b_dc2113f3f0e449adb3c007518f52d90f~mv2_d_3024_3024_s_4_2.jpg,Baby;Knitted Items;Queen Bee Brittany;Spring,538B,,20.0,,false,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,Local Pick Up,"<p><span><span><span><span><span><span>Local Pickup only available in Shawnee,&nbsp;Kansas for this product.</span></span></span></span></span></span></p>
",Care Instructions,"<p>Wash with like colors on cold for best results.</p>

<p>Hang Dry.&nbsp;</p>
",,,,,,,,,,,,,,
product_6c7f97b0-4201-6318-45fd-d123a96b914b,Product,Pastel Plaid Bow Headband,<p><em><strong>Design:&nbsp;</strong></em></p><p>100% cotton pastel plaid bow on blue polka dot elastic or pink polka dot elastic</p>,c2714b_bf77df653eaf4340a1c6c661581b4cce~mv2_d_2416_2416_s_4_2.jpg;c2714b_961657ebb7f245caa69692c96f733a62~mv2_d_3024_3024_s_4_2.jpg;c2714b_85a8b216cae7402e8f128c74d103bf40~mv2_d_2477_2476_s_4_2.jpg;c2714b_1a7036db64cd44dcbd76bf22f16280cd~mv2_d_3024_3024_s_4_2.jpg,Easter;Hair Accessories;Headband;Queen Bee Brittany;Spring,327,More Options,6.0,,true,PERCENT,0.0,0,0.0,Headband,DROP_DOWN,"Newborn 12"";0-6 Mos. 13"";6-12 Mos. 14"";1-3 Year 15""-17""",,,,,,,,,,,,,,,,How to get head size,"<p>Measure starting at the forehead, then behind the ears, and around the top of the neck</p>
",,,,,,,,,,,,,,,,
product_6c7f97b0-4201-6318-45fd-d123a96b914b,Variant,,,,,,,,0.0,true,,,1,,,,"Newborn 12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c7f97b0-4201-6318-45fd-d123a96b914b,Variant,,,,,,,,0.0,true,,,1,,,,"0-6 Mos. 13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c7f97b0-4201-6318-45fd-d123a96b914b,Variant,,,,,,,,0.0,true,,,1,,,,"6-12 Mos. 14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c7f97b0-4201-6318-45fd-d123a96b914b,Variant,,,,,,,,0.0,true,,,0,,,,"1-3 Year 15""-17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_74e5e5b2-2c26-f89a-31e8-1e873f880e20,Product,"Bejeweled ""Talk Lashes To Me"" Mirror","<p>An adorable&nbsp;bejeweled compact mirror with a variety of colors to choose from! Color matching ""talk lashes to me"" in vinyl on the back!&nbsp;</p><p>&nbsp;</p><p><strong>Size: </strong></p><p>2.5"" Diameter</p>",c2714b_29edc885630c41e3bddcf4f062057fe4~mv2.jpg;c2714b_1bc8414fcd8a4ad89b105ac343e323ff~mv2.jpg;c2714b_b4158790839d4379bf5039e573ca7b5f~mv2_d_2460_1858_s_2.jpg,"Bags, Mirrors, & More;Mirrors;Queen Bee Brittany",130C,,5.0,,true,PERCENT,0.0,1,0.0,Color,COLOR,"#8717D7:Purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0a0272f8-a89c-6120-1692-d52172185ec0,Product,"Bejeweled ""Lashes"" Mirror","<p>An adorable&nbsp;bejeweled compact mirror with a variety of colors to choose from! Color matching ""Ask me about my lashes"" in vinyl on the back!&nbsp;</p><p>&nbsp;</p><p><strong>Size: </strong></p><p>2.5"" Diameter</p>",c2714b_3b937e281c444a90aaf393546d9f2c22~mv2_d_2325_2325_s_2.jpg;c2714b_a8eaa9bbe0694b378f1cdae5a0982f58~mv2.jpg;c2714b_b4158790839d4379bf5039e573ca7b5f~mv2_d_2460_1858_s_2.jpg;c2714b_0622dd3dbed34033bea388c774b8057e~mv2.jpg;c2714b_8a8979db3942462babcde7dc1567687e~mv2.jpg;c2714b_29edc885630c41e3bddcf4f062057fe4~mv2.jpg;c2714b_4f753b5309ab4c3ca7e7c90841c36597~mv2.jpg,"Bags, Mirrors, & More;Mirrors;Queen Bee Brittany",130B,More Colors,5.0,,true,PERCENT,0.0,1,0.0,Color,COLOR,"#8717D7:Purple;#ffc0cb:Pink;#E2D48E:beige",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
